#hg38.kgXref.kgID	utr3_percentgc	utr5_percentgc	mrna_percentgc	utr3_length	utr5_length	mrna_length	utr3_energy	utr5_energy	gene_symbol
uc001jhs.6	37.10472874963737	65.82278481012658	42.982017982017986	3447	79	8008	-921.92	-27.3	ERCC6
uc001jhu.4	34.84848484848485	57.85123966942148	45.62372782785694	132	121	3439	-27.6	-34.8	ERCC6-PGBD3
uc004eaq.2	31.92090395480226	60.29411764705882	40.60806033466886	354	136	4243	-66.3	-46.8	ERCC6L
uc004avt.5	31.50943396226415	67.8688524590164	38.69412795793164	2120	305	4564	-487.57	-140.56	ERCC6L2
uc003jsm.4	34.48275862068966	62.7906976744186	38.820029747149235	783	43	2017	-185.55	-9.5	ERCC8
uc003hie.2	33.4770479330459	68.67469879518072	36.111712491881356	3943	166	4619	-1031.44	-45.94	EREG
uc002ote.5	57.78275475923852	81.64556962025317	64.0103780578206	893	158	2698	-417.09	-80.3	ERF
uc002yxb.4	42.30655203083309	54.41176470588235	46.444179578863725	3373	272	5034	-982.0	-87.7	ERG
uc003mbw.5	51.36436597110754	84.17266187050359	54.32141617493925	1869	139	2881	-686.22	-79.6	ERGIC1
uc001riv.4	33.80651945320715	46.05263157894737	34.802552852014365	3804	76	5014	-923.17	-13.9	ERGIC2
uc002xct.4	56.15384615384615	76.62337662337663	55.70272259013981	130	77	1359	-28.29	-41.8	ERGIC3
uc001xlc.3	37.83132530120482	49.49238578680203	43.77224199288256	415	394	1124	-92.02	-130.7	ERH
uc003wsk.2	35.340393343419066	67.3076923076923	38.78656554712892	3305	260	4615	-858.88	-116.2	ERI1
uc010vbb.3	29.927536231884055	58.139534883720934	35.89597027722206	1380	43	3499	-302.99	-13.5	ERI2
uc001clt.4	63.31967213114754	80.21978021978022	59.73871733966746	488	182	1684	-223.11	-103.2	ERI3
uc003wph.4	30.52109181141439	75.64102564102564	49.255377826806395	403	78	1813	-81.65	-37.6	ERICH1
uc002ugg.4	29.87012987012987	56.60377358490566	40.765391014975044	77	53	601	-11.8	-10.8	ERICH2
uc001dgg.3	35.66254793353217	74.42922374429224	44.489453834334405	2347	219	7159	-574.9	-125.9	ERICH3
uc010xwc.2	39.74121996303142	0.0	49.68287526427061	541	3	946	-152.57		ERICH4
uc003yih.2	33.2129963898917	66.29526462395543	50.4258943781942	277	359	1761	-53.4	-121.56	ERICH5
uc003eyg.4	0.0	75.47169811320755	44.590643274853804	3	53	2052		-18.7	ERICH6
uc001val.2	47.27272727272727	55.15151515151515	45.229244114002476	165	165	2421	-43.82	-48.7	ERICH6B
uc002rxl.4	33.294117647058826	69.46564885496184	41.060419235511716	850	131	2433	-208.53	-71.0	ERLEC1
uc001kqn.5	43.34806087383407	48.301329394387	45.77002762430939	2037	2708	5792	-619.77	-931.24	ERLIN1
uc003xke.5	40.974729241877256	59.70149253731343	42.466655689115754	4986	67	6073	-1521.3	-23.1	ERLIN2
uc001cic.2	43.74643061107938	61.885245901639344	48.933683903009054	1751	244	3423	-531.41	-94.4	ERMAP
uc003qxg.3	29.577464788732392	69.6969696969697	43.71788883699206	71	33	2141	-6.71	-8.7	ERMARD
uc002tzh.4	35.56311413454271	43.15068493150685	37.595570788294225	2646	292	3793	-679.54	-77.96	ERMN
uc003zjm.2	40.56787242318164	80.0	44.51264880952381	2571	90	5376	-753.75	-45.1	ERMP1
uc002jdz.3	47.069748245976065	78.125	50.82529202640934	4846	96	7876	-1613.89	-34.7	ERN1
uc002dma.6	54.78927203065134	60.35502958579882	60.97898230088495	522	169	3616	-212.8	-69.5	ERN2
uc001wzv.4	35.686918445539135	79.01785714285714	38.73226111636708	3654	224	5285	-879.22	-132.0	ERO1A
uc001hxt.4	32.0499831138129	71.78217821782178	37.00459820451062	2961	202	4567	-710.28	-100.2	ERO1B
uc001rco.4	40.714285714285715	44.076655052264805	43.89312977099237	700	574	2096	-150.9	-143.82	ERP27
uc001ttk.2	39.67459324155194	66.66666666666666	49.56772334293948	799	150	1735	-220.09	-56.82	ERP29
uc004bam.4	36.93562481794349	67.5	38.89575607746188	3433	200	4854	-929.44	-73.8	ERP44
uc001aoz.4	36.21730382293762	68.30357142857143	43.39561855670103	1491	224	3104	-389.34	-98.1	ERRFI1
uc011kdr.3	40.69478908188586	51.29740518962076	46.15667524825303	403	501	2719	-100.4	-161.6	ERV3-1
uc003mzt.4	49.70954356846473	44.9468085106383	47.31081926203877	1205	376	3198	-378.61	-92.22	ERVFRD-1
uc003gzs.4	41.660140955364135	52.49709639953542	44.9869451697128	1277	861	3830	-365.01	-273.68	ERVMER34-1
uc002qap.4	47.9933110367893	44.11764705882353	47.002724795640326	598	170	2202	-190.84	-32.5	ERVV-1
uc021uzd.2	52.07373271889401	45.21452145214521	46.935417523652816	217	606	2431	-72.7	-162.01	ERVV-2
uc032zxc.2	49.47916666666667	46.86147186147186	46.87179487179487	384	924	2925	-124.24	-266.3	ERVW-1
uc001qav.5	47.60994263862332	80.0	57.50273822562979	523	130	1826	-162.82	-65.5	ESAM
uc002kth.2	32.7683615819209	36.034115138592746	36.06013707716117	1062	938	4523	-282.74	-215.9	ESCO1
uc003xgg.4	35.56975505857295	61.34453781512605	38.44977052524222	1878	238	3922	-550.55	-98.2	ESCO2
uc001vbn.3	26.875	59.56284153005464	42.61744966442953	160	183	1192	-23.9	-81.76	ESD
uc002woj.3	25.181159420289855	46.2962962962963	35.41666666666667	552	108	3216	-105.83	-22.4	ESF1
uc003jpk.4	33.2425068119891	55.47945205479452	40.064545873674504	1468	146	2169	-352.13	-44.3	ESM1
uc001sck.2	34.319526627218934	58.24175824175825	57.043635814585535	169	91	6623	-26.0	-24.2	ESPL1
uc001amy.3	64.28571428571429	77.38095238095238	68.1393372982158	798	168	3531	-300.72	-93.0	ESPN
uc002vxq.5	62.057877813504824	65.39923954372624	66.68734491315136	1555	263	4836	-750.91	-93.0	ESPNL
uc003qom.5	41.29526462395543	48.64864864864865	46.11815651098051	4308	370	6466	-1295.09	-100.52	ESR1
uc001xgx.4	46.85230024213075	46.86028257456829	49.358974358974365	826	1274	3588	-285.29	-399.44	ESR2
uc003ygq.5	35.13689700130378	57.89473684210527	43.07692307692308	1534	190	3770	-362.3	-64.6	ESRP1
uc002evq.2	50.18181818181818	69.38775510204081	59.557078829422615	1100	539	3793	-392.8	-263.36	ESRP2
uc001nzs.3	58.17245817245818	71.36752136752136	63.20630749014454	777	234	2283	-341.6	-109.1	ESRRA
uc059dqq.1	47.67857142857143	56.12244897959183	54.899817850637525	1120	98	2745	-382.2	-32.0	ESRRB
uc001hle.2	33.82074194421879	43.438077634011094	38.415734391916274	3693	541	5542	-843.23	-160.5	ESRRG
uc004ely.4	34.21052631578947	59.523809523809526	59.66555183946488	190	84	1495	-42.0	-17.5	ESX1
uc001sjq.4	52.03955500618047	61.74242424242424	55.127620783956246	809	264	4388	-284.3	-122.21	ESYT1
uc003wob.2	40.846824408468244	78.78787878787878	47.281879194630875	3212	66	5960	-946.23	-15.1	ESYT2
uc003esk.4	37.17948717948718	68.27956989247312	49.852507374631266	1560	186	4407	-405.1	-84.3	ESYT3
uc002sdz.2	27.810650887573964	60.76923076923077	36.60035108250439	507	130	3418	-104.95	-50.2	ETAA1
uc003ldd.6	40.678733031674206	68.59688195991092	43.546721734641196	2210	449	3874	-663.18	-210.8	ETF1
uc002bbt.3	40.946843853820596	69.1358024691358	43.812855268911235	1204	81	2287	-353.44	-33.8	ETFA
uc002pwg.4	47.61904761904761	44.16531604538088	48.746831878344125	42	2468	3551	-5.0	-780.16	ETFB
uc003iqb.5	38.95985401459854	65.66265060240963	44.08897014015844	1096	332	3282	-288.6	-149.4	ETFDH
uc002owp.3	48.854961832061065	74.6268656716418	59.813084112149525	131	67	963	-43.36	-30.2	ETHE1
uc001rft.4	30.37996848187708	77.52808988764045	34.55789914792569	5711	89	7159	-1319.78	-39.8	ETNK1
uc001hao.5	58.9126559714795	76.15894039735099	59.65488907148726	1122	151	2434	-487.57	-73.1	ETNK2
uc003hzc.4	29.27927927927928	72.25806451612902	43.21105288232492	444	155	2099	-89.6	-62.4	ETNPPL
uc001qej.3	38.95995550611791	50.588235294117645	42.556917688266196	3596	85	5139	-1046.96	-23.4	ETS1
uc002yxf.4	41.093901258470474	70.43478260869566	48.72967479674797	2066	460	3936	-627.24	-227.3	ETS2
uc021zzs.2	32.81586890901251	51.796407185628745	38.05637982195846	4638	668	6740	-1137.98	-225.72	ETV1
uc002oar.2	47.368421052631575	67.42596810933941	66.30800268997983	19	439	1487	-1.1	-156.73	ETV2
uc001fqr.3	40.93150684931507	70.76923076923077	45.355919299581274	3650	65	5254	-1138.94	-18.3	ETV3
uc001fqq.3	53.05785123966942	58.59649122807018	57.99595141700404	605	285	1976	-223.8	-78.59	ETV3L
uc002idx.5	56.888888888888886	74.5819397993311	60.80691642651297	675	299	2429	-280.71	-163.9	ETV4
uc003fpz.4	42.857142857142854	66.80161943319838	48.55266358550231	2331	247	4111	-720.73	-111.5	ETV5
uc001qzz.4	43.91643709825528	71.53284671532847	47.28669226916013	4356	274	5989	-1333.55	-111.2	ETV6
uc010jwj.4	57.111111111111114	63.102725366876314	59.403153153153156	450	477	1776	-175.2	-213.2	ETV7
uc002snk.1	37.79956427015251	48.63013698630137	45.950413223140494	918	438	1815	-253.96	-133.0	EVA1A
uc001caj.1	66.28787878787878	56.16438356164384	66.03415559772297	264	292	1054	-105.1	-115.1	EVA1B
uc002ypr.3	44.221105527638194	76.74418604651163	57.70770770770771	199	473	1998	-51.4	-282.8	EVA1C
uc003gil.2	55.23255813953488	77.17391304347827	57.642668325299326	3268	184	6431	-1254.87	-95.91	EVC
uc003gik.4	46.21026894865526	60.65573770491803	53.91466445733223	409	732	4828	-112.5	-330.04	EVC2
uc002hgl.4	30.282637954239572	34.718100890207715	35.215053763440864	743	337	1860	-151.56	-81.92	EVI2A
uc002hgk.3	27.565392354124747	33.5483870967742	36.31815907953977	497	155	1999	-103.96	-26.02	EVI2B
uc001dox.3	35.30241935483871	0.0	37.160610563285154	4960	3	7403	-1374.18		EVI5
uc002min.4	65.149136577708	79.59183673469387	65.1621271076524	1274	196	3855	-609.15	-101.9	EVI5L
uc001ygu.4	56.22489959839358	45.73991031390135	56.4206268958544	498	223	1978	-182.7	-66.2	EVL
uc002jqi.3	55.81395348837209	68.11023622047244	65.02872694284851	258	254	6614	-82.8	-96.2	EVPL
uc002gte.4	55.71600481347774	65.36312849162012	61.47971360381862	831	358	2095	-330.1	-141.7	EVPLL
uc003szd.2	55.07142857142857	65.86102719033232	62.43654822335025	1400	331	2955	-540.41	-152.5	EVX1
uc010zeu.3	43.833017077798864	48.9051094890511	52.81941470378301	2635	137	4203	-865.92	-39.1	EVX2
uc003aet.4	31.318681318681318	62.06896551724138	54.06932931424265	364	319	2654	-79.84	-114.2	EWSR1
uc001znk.5	38.059701492537314	51.832460732984295	42.012236573759346	1206	191	2942	-343.02	-54.99	EXD1
uc010tte.2	39.55479452054795	63.862928348909655	45.72155864499706	2920	321	5107	-820.41	-130.22	EXD2
uc004cmp.4	57.77777777777777	75.51020408163265	67.37465181058496	45	196	2872	-8.3	-104.0	EXD3
uc001hzh.4	31.268436578171094	49.4097807757167	42.441693060754396	339	593	3473	-83.0	-191.42	EXO1
uc001cfp.4	41.57303370786517	62.4390243902439	47.090663058186735	890	205	2217	-256.66	-78.72	EXO5
uc003hbf.2	31.85328185328185	64.36781609195403	41.28414531117995	518	348	3551	-113.6	-150.6	EXOC1
uc003mtd.5	41.41742522756827	64.70588235294117	44.369521240728254	1538	136	4449	-442.53	-57.9	EXOC2
uc003jba.4	61.05527638190955	75.13227513227513	56.99115044247788	398	189	2825	-148.6	-88.49	EXOC3
uc002erx.1	67.85714285714286	59.75103734439834	64.8207171314741	28	241	2510	-5.8	-95.2	EXOC3L1
uc002pay.1	56.47321428571429	58.536585365853654	64.3979057591623	448	41	1719	-166.62	-11.7	EXOC3L2
uc001ymk.4	72.91666666666666	60.526315789473685	67.5534234627126	48	76	2293	-17.1	-17.6	EXOC3L4
uc003vrk.4	43.29813160032494	72.41379310344827	46.76224611708483	1231	29	4185	-356.26	-8.7	EXOC4
uc001xct.4	32.806714391508265	68.05555555555556	35.055246010010386	8102	360	10589	-2064.96	-167.0	EXOC5
uc001kie.4	32.68892794376098	57.692307692307686	36.61616161616162	1138	26	3564	-282.0	-1.7	EXOC6
uc010fep.4	44.52402267979708	73.2824427480916	44.84623183507942	3351	131	5918	-1076.53	-54.0	EXOC6B
uc002jqq.5	59.163498098859314	74.24242424242425	57.861502841507054	2630	66	4751	-1176.0	-26.7	EXOC7
uc001huq.4	33.8898756660746	64.48598130841121	43.254901960784316	2815	107	5100	-692.84	-40.4	EXOC8
uc003cih.3	43.80113278791693	73.95833333333334	46.346704871060176	1589	96	2792	-567.54	-38.9	EXOG
uc001kni.4	38.28382838283829	50.0	47.562296858071505	303	32	923	-62.4	-4.5	EXOSC1
uc001asa.4	43.0	62.0	49.32336182336182	100	50	2808	-24.3	-20.8	EXOSC10
uc004bzu.4	47.65409383624655	63.38028169014085	49.36274509803922	1087	71	2040	-355.04	-32.5	EXOSC2
uc004aal.4	33.36787564766839	0.0	42.0265780730897	965	3	1806	-235.3		EXOSC3
uc003zau.4	58.69565217391305	68.93203883495146	64.37429537767756	46	103	887	-2.8	-44.6	EXOSC4
uc002oqo.4	57.14285714285714	69.5364238410596	61.53846153846154	259	151	1118	-93.3	-71.0	EXOSC5
uc002eym.2	39.358736059479554	70.0	45.72093925868426	4304	30	5153	-1367.01	-8.6	EXOSC6
uc003coi.3	32.82442748091603	75.0	50.99526066350711	131	48	1055	-19.77	-14.8	EXOSC7
uc001uwa.5	27.450980392156865	62.64150943396226	45.158597662771285	102	265	1198	-9.63	-106.0	EXOSC8
uc003idz.4	24.528301886792452	63.8095238095238	43.3616742969261	53	105	1529	-11.7	-39.9	EXOSC9
uc001pkk.3	38.72381880175353	43.24324324324324	40.94434082654364	4106	111	10187	-1125.42	-28.6	EXPH5
uc003yok.3	38.37610111068556	59.97521685254027	43.55501813784764	5222	807	8270	-1429.69	-327.3	EXT1
uc001mya.4	43.957968476357266	66.07142857142857	48.52345107122177	1142	56	3454	-356.68	-15.2	EXT2
uc001blf.4	64.54789615040286	65.16724336793541	63.51183063511831	1117	867	4015	-531.76	-439.4	EXTL1
uc001dtl.3	35.11254019292605	53.30549756437022	43.16185696361355	1555	1437	3985	-388.41	-545.74	EXTL2
uc003xgz.3	54.626019142148174	56.65188470066519	55.74579669905908	2821	902	6483	-1152.46	-372.6	EXTL3
uc003xyu.3	36.33980073413739	54.0625	43.31946370781322	1907	640	4326	-466.2	-231.82	EYA1
uc002xsm.3	47.257383966244724	79.94652406417111	56.73575129533679	711	374	2702	-227.0	-214.0	EYA2
uc001bpi.3	46.55507035419699	50.20746887966805	46.277732128184056	4122	241	6085	-1347.96	-74.0	EYA3
uc003qec.5	36.01809954751131	57.327586206896555	40.84927180207054	3315	464	5699	-883.63	-167.28	EYA4
uc011dxu.1	28.084415584415584	38.66171003717472	39.2671640381528	616	538	10589	-123.91	-122.61	EYS
uc002iaz.4	52.90208241027913	52.459016393442624	50.50832792558945	2257	122	4623	-890.99	-31.8	EZH1
uc003wfb.3	36.015325670498086	75.40983606557377	44.789693065555134	261	122	2639	-51.9	-58.4	EZH2
uc003qru.5	44.16809605488851	68.04733727810651	51.162790697674424	1166	169	3096	-371.52	-67.2	EZR
uc001vsx.4	0.0	63.1578947368421	59.327620303230056	3	38	1517		-9.1	F10
uc003iza.2	50.0	35.51136363636363	44.657762938230384	166	352	2396	-55.4	-66.91	F11
uc009wtt.4	45.21857923497268	67.63636363636364	47.61116856256463	3660	275	4835	-1331.47	-127.6	F11R
uc003mgo.5	55.92105263157895	57.14285714285714	64.86090775988286	152	49	2049	-51.1	-13.3	F12
uc003mwv.4	40.48239895697523	56.766917293233085	46.51162790697674	1534	266	3999	-437.22	-99.8	F13A1
uc001gtt.1	24.06417112299465	36.36363636363637	36.445647271087054	187	44	2217	-26.82	-7.1	F13B
uc001ndf.5	42.857142857142854	53.57142857142857	58.180919426594166	98	56	2023	-21.7	-13.6	F2
uc003ken.5	37.92800702370501	74.33962264150942	44.43862863124836	2278	265	3821	-628.2	-111.7	F2R
uc003keo.4	37.912813738441216	68.93203883495146	44.54358270418668	1514	206	2914	-414.69	-96.9	F2RL1
uc003kem.4	40.38095238095238	47.549019607843135	42.05307669874599	2100	204	3429	-568.35	-54.2	F2RL2
uc002nfa.4	54.962216624685134	68.78787878787878	61.24388137057299	1985	330	3473	-809.12	-171.7	F2RL3
uc001dqr.4	36.76113360323887	74.39024390243902	43.68167905553126	1235	164	2287	-337.88	-58.02	F3
uc001ggg.2	29.931972789115648	63.366336633663366	45.50113895216401	147	202	7024	-19.27	-80.1	F5
uc001vsv.5	53.13807531380753	54.285714285714285	57.381794789321326	1673	35	3109	-564.0	-6.1	F7
uc004fmt.4	38.12430632630411	36.318407960199	41.59399492217684	1802	201	9059	-470.76	-43.3	F8
uc004fmv.4	46.58493870402802	73.07692307692307	64.74022183304145	571	26	1713	-123.38	-4.2	F8A1
uc004fni.4	0.0	0.0	73.83512544802868	3	3	1116			F8A2
uc004fnj.4	46.93520140105078	83.33333333333334	65.49175667993178	571	72	1759	-124.12	-45.1	F8A3
uc004fas.2	37.56308579668349	0.0	39.35251798561151	1387	3	2780	-365.2		F9
uc002fde.3	56.518218623481786	71.42857142857143	59.57095709570957	1235	70	2424	-461.06	-31.5	FA2H
uc001cpu.3	60.74074074074074	70.23809523809523	62.32091690544412	270	84	2094	-94.9	-36.9	FAAH
uc004dvc.4	35.60606060606061	50.83333333333333	45.839636913767016	264	120	1983	-59.6	-29.14	FAAH2
uc002kaq.4	64.98929336188436	82.97872340425532	65.64653984008822	934	47	3627	-441.5	-20.4	FAAP100
uc057bld.1	58.74206578188114	0.0	61.21919584954605	1733	3	2313	-702.85		FAAP20
uc002nud.5	49.87012987012987	60.909090909090914	50.739773716275025	1540	110	2298	-543.32	-40.8	FAAP24
uc002sst.3	19.444444444444446	56.56565656565656	45.22522522522522	72	99	555	-8.3	-31.5	FABP1
uc011lfp.3	32.30769230769231	38.095238095238095	40.83484573502722	65	63	551	-9.2	-11.8	FABP12
uc003icw.4	34.05918481295366	33.33333333333333	34.624697336561745	1791	288	2478	-438.79	-71.42	FABP2
uc001bss.2	47.12643678160919	61.29032258064516	49.93103448275862	261	62	725	-66.69	-8.5	FABP3
uc003ycd.3	31.614349775784756	42.70833333333333	37.619553666312434	446	96	941	-91.2	-24.8	FABP4
uc003yca.3	30.0	76.82403433476395	49.35370152761457	210	233	851	-35.7	-114.2	FABP5
uc003lxx.2	56.57894736842105	56.849315068493155	54.761904761904766	76	146	756	-14.1	-41.5	FABP6
uc003pzf.4	32.89902280130293	52.1875	43.17738791423002	307	320	1026	-53.8	-128.3	FABP7
uc011lfo.3	40.476190476190474	41.07142857142857	40.845070422535215	42	56	497	-5.7	-4.1	FABP9
uc001opm.3	52.23555070883316	70.37037037037037	58.609451385116785	917	297	1841	-345.54	-144.9	FADD
uc010rlm.3	44.36468054558507	71.67381974248927	50.09944751381216	2786	233	4525	-894.68	-106.1	FADS1
uc001nsl.3	60.9009009009009	70.95238095238095	60.66115702479339	1665	630	3630	-792.71	-317.2	FADS2
uc001nsm.5	57.638888888888886	79.08496732026144	62.563237774030355	288	153	1779	-116.11	-82.8	FADS3
uc060jrm.1	57.55813953488372	0.0	59.610027855153206	1032	3	2154	-447.02		FADS6
uc001cse.2	42.361740707162284	77.21238938053098	45.34252603784656	4412	452	6817	-1452.1	-248.3	FAF1
uc003mej.4	44.46222791293214	69.81132075471697	46.09080841638981	3124	53	4515	-969.99	-13.7	FAF2
uc002bfm.3	54.961832061068705	72.15189873417721	57.004519044544864	131	158	1549	-41.2	-81.3	FAH
uc002cnc.2	40.99009900990099	71.62629757785467	51.469098277608914	1010	289	1974	-301.05	-150.7	FAHD1
uc002sut.2	52.88330144848319	71.24183006535948	53.920538154298924	3659	153	4757	-1346.05	-73.1	FAHD2A
uc002sxm.4	60.46511627906976	72.87234042553192	58.314176245210724	172	188	1305	-72.8	-79.4	FAHD2B
uc003esp.4	24.579124579124578	60.32210834553441	45.93094944512947	297	683	1622	-50.4	-288.41	FAIM
uc001rvj.3	58.67516629711752	69.47368421052632	58.422862054146975	3608	95	4654	-1567.5	-35.0	FAIM2
uc021rfy.2	59.786239144956575	64.58333333333334	61.63522012578616	1497	480	2385	-683.93	-218.5	FAM101A
uc002frj.4	49.43502824858757	0.0	50.98039215686274	3186	3	3621	-1176.57		FAM101B
uc004bsx.3	56.1806352851129	69.68085106382979	58.73552123552124	2613	376	4144	-1082.62	-170.3	FAM102A
uc010ouy.3	34.97725640411779	82.6470588235294	39.875	4177	340	5600	-1080.67	-221.2	FAM102B
uc002bjl.3	31.616161616161616	53.39366515837104	38.392857142857146	990	221	1568	-222.54	-74.9	FAM103A1
uc002jjj.5	41.03860294117647	72.3076923076923	46.352530541012214	2176	65	2865	-638.03	-32.2	FAM104A
uc004dui.4	31.823599523241953	58.97435897435898	37.1033360455655	839	39	1229	-173.6	-14.3	FAM104B
uc003jfj.4	37.86367414796342	81.66666666666667	41.14539894356408	2406	120	3597	-670.54	-61.8	FAM105A
uc003dkm.5	51.84135977337111	49.19499105545617	52.26551226551227	2471	559	3465	-866.64	-182.3	FAM107A
uc001ina.3	39.049429657794676	50.0	42.192866578599734	2630	234	3785	-731.02	-71.72	FAM107B
uc021rdy.1	61.27281697089294	65.68181818181819	64.25061425061425	2027	440	3256	-977.5	-183.6	FAM109A
uc003bbz.4	54.459064327485386	70.58823529411765	58.97216274089936	1368	187	2335	-552.81	-97.1	FAM109B
uc032oye.2	55.36626916524702	66.40419947506561	64.87068965517241	587	381	1856	-222.23	-161.51	FAM110A
uc003xtj.2	40.622837370242216	60.56818181818182	52.00698080279233	1445	880	3438	-431.28	-357.7	FAM110B
uc010yim.3	37.47315676449535	0.0	46.38297872340426	2794	3	3760	-740.73		FAM110C
uc001blk.4	54.44743935309974	57.75401069518716	59.902029391182644	1855	187	2858	-958.16	-64.2	FAM110D
uc010rkq.3	39.01960784313726	54.106280193236714	41.13756613756614	1530	414	3780	-412.01	-138.2	FAM111A
uc001nnl.5	36.72161172161172	46.07329842931937	37.356651376146786	1092	191	3488	-236.42	-46.1	FAM111B
uc003gtn.4	41.75068744271311	67.61363636363636	45.308641975308646	2182	176	4050	-646.36	-47.6	FAM114A1
uc003lvc.5	33.497191011235955	63.63636363636363	37.677245104659015	2848	77	4443	-704.4	-26.6	FAM114A2
uc002ipk.4	50.37919826652221	70.0	58.64693446088795	923	80	2365	-297.42	-27.9	FAM117A
uc010zhx.3	36.939644377660905	0.0	43.67516918271733	3993	3	5763	-1068.06		FAM117B
uc003bfz.5	46.58064516129032	61.15107913669065	52.16888374783112	1550	834	3458	-505.3	-355.12	FAM118A
uc001qdf.4	40.91441969519343	61.257606490872206	47.04412989175687	853	493	2402	-223.0	-214.6	FAM118B
uc004atw.5	32.673899170389284	86.5979381443299	50.50801094177413	1567	194	5118	-337.4	-77.6	FAM120A
uc004atu.5	42.166517457475386	49.830124575311444	50.73980512450379	1117	883	2771	-316.17	-283.94	FAM120AOS
uc003qxp.5	41.400172860847015	66.66666666666666	45.354025218234725	2314	108	5155	-648.76	-42.3	FAM120B
uc004dsz.5	39.47759609258866	64.91228070175438	45.8979769144843	4709	57	8057	-1439.94	-16.4	FAM120C
uc004agw.2	35.9217877094972	72.72727272727273	40.733421168203776	3580	110	4554	-851.7	-50.2	FAM122A
uc004exr.4	34.2790516906335	63.93972012917115	43.217145548751766	2573	929	4246	-663.48	-305.68	FAM122B
uc065bes.1	39.9874843554443	58.95953757225434	42.56724870221803	1598	173	2119	-404.51	-63.4	FAM122C
uc001vfg.3	43.651591289782246	79.25925925925927	51.12371350556606	2985	135	4761	-870.33	-77.3	FAM124A
uc002vnw.3	44.15752098127824	56.19469026548673	48.650732459521976	1549	226	2594	-482.14	-80.7	FAM124B
uc003svm.5	36.72877482861663	62.66094420600859	37.74000151779616	11378	233	13177	-3091.61	-95.96	FAM126A
uc002uws.4	33.76588983050847	46.27659574468085	35.91556841315761	7552	188	9333	-2102.66	-53.4	FAM126B
uc004eyd.4	59.68331303288672	72.22222222222221	60.287891617273495	821	18	1181	-270.1	-3.5	FAM127A
uc004eyf.4	57.60479041916168	73.13432835820896	59.88745980707395	835	67	1244	-270.9	-22.4	FAM127B
uc004eyc.2	47.893432465923176	72.85714285714285	51.18460019743336	1614	70	2026	-492.28	-30.0	FAM127C
uc001gra.5	40.46110970357233	64.94845360824742	45.62644341801386	3947	194	6928	-1234.79	-78.8	FAM129A
uc004brh.5	62.45006657789614	82.2429906542056	63.4824361890321	1502	214	3957	-730.1	-120.2	FAM129B
uc060vkd.1	41.66666666666667	56.52173913043478	60.76555023923444	276	138	2508	-52.7	-47.0	FAM129C
uc003foc.4	55.71757482732157	70.22058823529412	60.14043783560512	1303	272	2421	-558.64	-127.9	FAM131A
uc010lpa.4	54.41269841269841	82.5503355704698	56.13874942948426	3150	149	4382	-1284.53	-83.8	FAM131B
uc001axz.5	63.17365269461078	83.15217391304348	66.4896755162242	668	184	1695	-296.26	-95.7	FAM131C
uc001adl.3	70.52631578947368	81.25	69.20849420849422	95	32	1036	-40.9	-9.2	FAM132A
uc061udn.1	0.0	0.0	73.9906103286385	3	3	1065			FAM132B
uc022bzw.1	32.874762808349146	39.588100686498855	34.599027946537056	2108	437	3292	-506.9	-106.54	FAM133A
uc003umb.5	33.982538616521154	51.515151515151516	36.524239934264585	1489	231	2434	-389.85	-77.2	FAM133B
uc002vjw.5	46.0	80.14705882352942	52.33867475097445	2850	136	4618	-957.76	-65.9	FAM134A
uc003jfs.4	31.416716064018967	80.45977011494253	41.18727050183599	1687	87	3268	-390.8	-33.1	FAM134B
uc060fkv.1	49.65187119234117	63.33333333333333	52.59377494014365	2298	60	3759	-858.51	-18.6	FAM134C
uc063pkt.1	26.98158526821457	33.83458646616541	35.21079258010118	1249	133	5930	-249.6	-25.04	FAM135A
uc003yuy.3	40.1556420233463	68.42105263157895	46.58144211433496	2570	171	6962	-761.45	-66.0	FAM135B
uc002sgq.5	41.01978691019787	82.27848101265823	46.07734806629834	1314	79	1810	-374.46	-38.3	FAM136A
uc003hse.3	41.7377812257564	42.78846153846153	44.503243427791055	2578	208	5858	-772.13	-47.46	FAM13A
uc003lbz.3	36.29139072847682	57.07964601769911	39.79871912168344	2265	452	5465	-589.76	-163.8	FAM13B
uc031wid.2	28.167115902964962	56.41025641025641	40.94852515905147	1484	468	3458	-314.46	-174.1	FAM13C
uc003iyt.5	37.794117647058826	65.97582037996546	51.29246676514032	680	579	2708	-165.99	-282.05	FAM149A
uc009xqz.4	37.79053084648494	78.73563218390804	41.95636094674556	3485	174	5408	-904.7	-85.2	FAM149B1
uc003xrd.4	23.78472222222222	73.30677290836654	44.864420706655714	576	251	1217	-104.1	-112.7	FAM150A
uc002qwi.5	32.25806451612903	76.83284457478005	53.63570914326854	589	341	1389	-135.16	-200.4	FAM150B
uc001cxn.4	63.95348837209303	63.35403726708074	59.65087281795511	86	161	2005	-33.0	-65.71	FAM151A
uc003kgv.3	31.874145006839942	72.90322580645162	40.06988934187537	731	155	1717	-171.02	-79.6	FAM151B
uc003mic.4	55.80774365821095	31.338028169014088	50.813835198372324	749	284	1966	-305.91	-53.29	FAM153A
uc031smb.2	55.54072096128171	30.985915492957744	50.71210579857579	749	284	1966	-301.71	-53.29	FAM153B
uc001vql.4	36.195792185487335	52.51798561151079	39.66835234623074	6987	139	8503	-1860.56	-37.7	FAM155A
