#hg38.kgXref.kgID	utr3_percentgc	utr5_percentgc	mrna_percentgc	utr3_length	utr5_length	mrna_length	utr3_energy	utr5_energy	gene_symbol	logFC
uc001dyw.5	57.706592386258116	69.56521739130434	59.453681710213786	2154	391	4210	-884.16	-187.2	CSF1	0.374899923919803
uc003lrm.3	54.75578406169665	58.21917808219178	57.33266482827777	778	292	3989	-283.44	-87.5	CSF1R	0.30099284294653
uc003kwf.5	39.937106918239	47.058823529411754	50.317662007623895	318	34	787	-88.3	-7.2	CSF2	-0.6814707398669549
uc011kyn.3	36.133415688696715	50.19723865877711	45.5812854442344	1619	1014	4232	-417.14	-354.85	CSGALNACT1	-0.30803400052264
uc001jan.5	32.785956964892414	41.194029850746276	38.1769436997319	1766	335	3730	-427.71	-86.17	CSGALNACT2	-1.07114534193627
uc002ays.3	60.58394160583942	75.44581618655694	63.642934586194436	685	729	2767	-273.2	-348.39	CSK	-0.4038926083531
uc003lqy.3	35.91065292096221	66.05080831408776	39.40992253172902	4656	433	6067	-1244.11	-188.82	CSNK1A1	0.18635217771197402
uc002kej.4	55.25070955534532	72.85714285714283	57.731681034482754	2114	350	3712	-828.84	-169.5	CSNK1D	0.0515796664626542
uc003avj.4	50.117279124315864	85.82375478927203	58.079541383016846	1279	261	2791	-446.36	-159.9	CSNK1E	-0.33554823794773697
uc002anf.5	44.04427814156532	53.83064516129033	44.90769042670253	6414	496	8179	-2051.35	-169.0	CSNK1G1	-0.0896968372743192
uc002lul.5	64.22907488986785	74.2056074766355	65.18163125428376	1135	535	2918	-543.14	-289.4	CSNK1G2	-0.0729988410420628
uc003ktn.5	32.03479576399395	56.74547983310154	37.71305285868392	2644	719	4635	-607.39	-276.79	CSNK1G3	0.20650141809795602
uc002wdw.2	42.07402234636872	55.319148936170215	44.06702898550724	2864	376	4416	-880.99	-120.7	CSNK2A1	-0.12166901095173
uc002enc.4	48.706896551724135	90.21739130434784	52.02821869488537	464	184	1701	-129.6	-76.53	CSNK2A2	-0.24129823770008602
uc003nvr.3	40.97222222222222	68.58974358974359	53.375527426160346	144	156	948	-31.0	-44.5	CSNK2B	-0.418129377455839
uc002baw.3	58.55048859934853	75.26881720430106	63.52231604342582	1228	93	8290	-561.3	-32.5	CSPG4	-1.43490195928107
uc003xxj.4	29.850746268656717	80.64516129032258	40.82894435539272	670	31	4367	-141.1	-12.2	CSPP1	-0.018575511817275
uc003cjg.4	53.66666666666666	76.96629213483146	58.60864040660737	1200	178	3148	-483.01	-92.3	CSRNP1	-0.0257657953099546
uc001rxu.3	41.401023219205044	73.15436241610739	48.69156788190561	2541	298	4471	-743.27	-151.93	CSRNP2	-0.6067539190431801
uc057oin.1	54.70737913486005	72.77486910994764	56.864754098360656	1179	191	1952	-450.21	-91.8	CSRP1	-0.831656942763371
uc001syl.2	37.13080168776371	67.74193548387096	48.67444326617179	237	124	943	-46.42	-35.7	CSRP2	-0.19575065513773499
uc021wbb.2	45.47413793103448	41.935483870967744	47.014925373134325	928	341	3618	-300.4	-103.76	CSRP2BP	0.48510911625129
uc002wtp.3	61.97718631178707	66.19718309859155	58.28947368421053	263	71	760	-80.9	-24.6	CST1	-4.22856120513549
uc002wtq.2	59.36254980079681	66.19718309859155	58.288770053475936	251	71	748	-82.0	-22.1	CST2	-3.1199746999710096
uc002wtm.5	42.215785662563356	69.87951807228916	45.92209373097991	2762	83	3286	-755.56	-20.36	CST3	-0.25634743632401896
uc002wto.2	61.0236220472441	66.19718309859155	58.455392809587224	254	71	751	-81.07	-24.6	CST4	-3.04960694028262
uc001ogr.4	58.0952380952381	76.9607843137255	67.06192358366272	105	204	759	-38.8	-105.1	CST6	1.57466247358856
uc002wtx.2	55.555555555555564	67.3913043478261	57.31182795698925	216	276	930	-61.5	-114.29	CST7	-0.10436579650802001
uc002zdr.5	49.76331360946746	73.29545454545455	52.38095238095239	1690	176	2163	-620.7	-64.8	CSTB	-0.0666294138369441
uc002xxm.2	39.74261922785768	57.38636363636363	43.216783216783206	2642	352	4290	-705.08	-121.0	CSTF1	-0.188176642863249
uc004egh.4	33.653846153846146	56.25	52.24719101123596	208	16	1958	-33.7	-1.5	CSTF2	-0.3709248269212089
uc001jjp.4	34.0867992766727	57.14285714285714	43.361753958587094	2212	42	4105	-531.77	-6.8	CSTF2T	-0.167048349319004
uc001muh.4	34.59244532803181	52.85714285714286	40.686449767608146	503	140	2797	-124.21	-40.46	CSTF3	-0.2613336150234
uc001wvg.5	29.973474801061005	67.51592356687898	40.20725388601036	1131	314	3860	-252.64	-159.0	CTAGE5	0.300159830207636
uc003gcu.2	48.989898989899	67.012987012987	60.15403323875152	792	385	2467	-270.9	-171.2	CTBP1	0.141861278761479
uc009yal.4	37.22361084406845	61.75000000000001	42.700677331027535	5201	400	6939	-1330.92	-176.3	CTBP2	-0.15019234135598802
uc001dka.3	29.59391804190617	71.42857142857143	32.45454545454545	5393	49	6600	-1158.32	-13.31	CTBS	0.0710701901964903
uc002etl.4	39.74065598779558	69.14414414414415	48.235592790048244	1311	444	3939	-366.3	-208.3	CTCF	0.0533204451339557
uc002gfd.3	51.851851851851855	74.40633245382587	57.55269320843092	594	379	1708	-208.1	-174.6	CTDNEP1	0.128606177545589
uc002lnh.3	57.712672079068135	74.14965986394559	61.28537333787929	2833	147	5866	-1185.4	-78.1	CTDP1	0.0578733004739913
uc002vhy.3	59.89445910290237	72.32142857142857	61.67551175132676	1516	336	2638	-681.83	-148.8	CTDSP1	-0.0210922195866203
uc001sqm.4	50.85714285714285	73.02631578947368	53.05526590198123	3675	304	4795	-1348.34	-150.7	CTDSP2	0.39447783792867797
uc003chh.4	43.920044419766796	88.75	48.01724137931034	3602	240	4640	-1125.19	-173.6	CTDSPL	0.60408036344161
uc001ztr.4	32.97697368421053	56.305506216696266	36.21851200937317	4864	563	6828	-1213.77	-209.4	CTDSPL2	-0.0109959849499246
uc002dzw.3	55.5337904015671	75.67567567567569	62.92067307692307	1021	37	1664	-350.85	-7.1	CTF1	-0.5893672359786261
uc003qcz.4	37.040441176470594	75.62189054726367	51.474989311671656	1088	201	2339	-297.9	-55.9	CTGF	-0.0884415906262559
uc010oqq.2	35.49723756906077	55.050505050505045	43.29745596868885	724	198	2044	-170.62	-41.1	CTH	0.384556085606448
uc003ylk.5	24.68513853904282	73.94366197183099	44.84657749803305	397	142	1271	-61.3	-65.7	CTHRC1	0.28351982575522994
uc002ldc.4	58.20120284308366	68.8135593220339	59.56521739130435	3658	295	5750	-1565.1	-99.5	CTIF	1.0419342281450799
uc063hmo.1	41.570247933884296	62.10526315789475	47.79430957974419	1210	95	3831	-334.96	-30.8	CTNNA1	0.0068749890724753
uc004bdp.3	30.87719298245614	81.25	41.27676447264076	285	80	2522	-57.12	-42.0	CTNNAL1	0.758645424944378
uc003ckr.3	33.753375337533754	63.57142857142857	44.929087503344924	1111	280	3737	-268.7	-114.8	CTNNB1	0.16517022926024602
uc001aqk.2	54.914004914004906	71.47435897435899	57.13333333333333	2442	312	3000	-1005.41	-149.61	CTNNBIP1	-0.671853090538541
uc061wwj.1	49.03846153846153	55.555555555555564	50.81716036772217	104	243	1958	-20.0	-79.41	CTNNBL1	-0.24358931411742102
uc002fwb.4	57.91274593669802	63.575042158516005	56.76901605024425	1169	593	2866	-459.45	-262.4	CTNS	0.0261091377923091
uc004cxk.4	40.79382579933847	57.93010752688172	45.12618661727252	1814	744	4319	-513.73	-279.06	CTPS2	-0.28528269038407
uc001mja.4	31.974921630094048	66.19718309859155	44.46140427387702	638	426	4586	-146.07	-189.2	CTR9	-0.16625787128025002
uc002xqh.4	56.48648648648647	64.53900709219859	57.74778966961377	370	282	2149	-122.3	-105.5	CTSA	0.35394547658240005
uc003wuq.4	48.98116109188774	77.16535433070865	52.774193548387096	2601	254	3875	-1078.12	-143.0	CTSB	0.151425698658599
uc001pcm.5	36.944147990039134	62.921348314606746	38.23673469387755	5622	89	6125	-1617.92	-24.6	CTSC	0.0616477009849845
uc001luc.2	64.71371504660452	75.93984962406014	63.96608572774376	751	133	2123	-348.8	-55.8	CTSD	0.87168652124285
uc001oip.4	55.319148936170215	78.18181818181819	60.09828009828011	470	110	2035	-205.42	-52.0	CTSF	0.847698090268275
uc021srk.2	51.30597014925373	76.36363636363637	53.33333333333334	1072	110	2190	-386.62	-36.49	CTSH	0.45957956316320503
uc003ipg.4	35.81856100104275	71.42857142857143	40.21665538253216	1918	70	2954	-458.22	-23.4	CTSO	1.26530671424107
uc001evn.3	37.43859649122807	39.84674329501915	39.54224494765035	2850	261	4107	-964.56	-63.7	CTSS	0.7820478924784449
uc002yai.3	49.56896551724138	81.51260504201679	58.26086956521739	464	119	1495	-149.86	-62.1	CTSZ	0.422421357603366
uc001opw.5	51.687763713080166	67.53246753246754	55.16503667481664	1422	308	3272	-515.3	-156.9	CTTN	0.37943149307212004
uc001ebx.4	37.28678038379531	52.44444444444446	42.055282346956076	3752	225	5897	-1025.5	-80.3	CTTNBP2NL	0.221361273036765
uc010eop.4	59.19597989949749	66.66666666666666	68.2319118351701	995	45	2087	-444.7	-10.0	CTU1	-0.12033127288896
uc002flm.4	48.88888888888889	77.94117647058823	63.44945745288406	135	68	1751	-39.7	-30.3	CTU2	-0.16937306943118
uc002miy.5	71.18012422360249	80.9090909090909	72.84144427001571	805	220	1274	-381.17	-136.4	CTXN1	-0.9724451205376141
uc002ive.2	62.95210166177908	73.91304347826086	63.79453189726595	2046	414	3621	-953.8	-222.7	CUEDC1	0.111975828112932
uc001kvn.3	59.66850828729282	69.17808219178083	60.2015113350126	181	146	1191	-67.06	-68.9	CUEDC2	0.22812351803309802
uc003wey.4	46.035242290748904	52.68817204301075	44.41906005221932	454	279	3064	-129.5	-93.2	CUL1	0.11806463128790401
uc021ppa.2	34.110289937464465	42.127659574468076	36.85319597284008	1759	235	4271	-399.9	-65.5	CUL2	0.22504164187582001
uc002vny.4	32.967032967032964	79.35103244837758	37.516688918558074	4095	339	6741	-1014.23	-162.8	CUL3	-0.20334529379152896
uc032apq.2	37.4496644295302	69.31216931216932	45.875650235323256	1490	567	4037	-407.21	-263.5	CUL4A	0.341188388298957
uc004esv.4	34.9907063197026	50.0	37.69889840881273	2152	62	4902	-532.11	-12.1	CUL4B	0.507867522007084
uc001pjv.4	31.39740566037736	65.9090909090909	36.60840812470477	3392	616	6351	-828.05	-294.8	CUL5	0.5242812069657979
uc011dvb.3	45.58823529411765	72.41379310344827	59.46584302325582	68	87	5504	-15.67	-41.7	CUL7	-0.5832604507079
uc003ouk.4	59.15492957746479	77.38095238095238	58.50899742930591	142	84	7780	-57.9	-36.8	CUL9	-0.23045587561214997
uc003oem.1	54.62962962962962	59.354838709677416	57.96497080900751	108	620	1199	-23.8	-265.5	CUTA	-0.117701259646489
uc001kqd.5	37.46835443037975	68.99224806201549	46.582466567607725	395	129	1346	-101.33	-57.9	CUTC	-0.52531747855426
uc003uys.5	46.73049722554672	45.0	51.0972242406627	9191	20	13762	-3044.99	0.0	CUX1	-0.0493919954985937
uc031ybh.1	35.77981651376147	56.91056910569105	40.7994923857868	763	123	1576	-187.61	-41.6	CWC15	0.392421180507373
uc010frh.2	26.48221343873518	56.00000000000001	40.03048780487805	253	300	3280	-41.6	-109.7	CWC22	0.19295573079507
uc002hqu.5	43.36550060313631	57.71812080536913	47.83549783549785	1658	298	3234	-488.1	-93.2	CWC25	-0.00673209277829834
uc003jtl.4	36.37566137566138	56.21890547263681	40.56110318592487	756	201	2103	-151.49	-71.1	CWC27	0.275578157402401
uc001kqq.1	46.60925726587728	54.022988505747136	45.99316369160653	929	87	2633	-432.1	-27.43	CWF19L1	-0.233756786068496
uc010rvp.3	35.75221238938053	39.285714285714285	39.231238560097616	565	28	3278	-135.79	-2.7	CWF19L2	0.509857132656454
uc002eli.4	57.14285714285714	65.76576576576578	59.741041854863006	2016	111	3321	-816.85	-38.0	CX3CL1	2.84909228457838
uc002yki.4	33.892921960072606	69.25133689839572	39.78253917492805	4408	748	6254	-1136.11	-381.41	CXADR	0.579197737923899
uc003hhh.4	36.54390934844193	73.13432835820895	45.5788514129444	706	67	1097	-186.5	-14.49	CXCL1	1.0092104247706
uc002fyr.6	48.004094165813726	72.3404255319149	56.030603060306035	977	423	2222	-274.32	-215.2	CXCL16	0.662558252409805
uc003hhm.5	34.39667128987517	66.47398843930635	45.977011494252864	721	173	1218	-178.28	-74.04	CXCL2	0.44760827022445
uc002tuy.3	34.03846153846154	38.48684210526316	43.85224274406333	520	304	1895	-113.84	-89.3	CXCR4	-3.97762368219189
uc002leq.5	58.4	59.44055944055943	59.80926430517711	250	715	2936	-75.0	-300.01	CXXC1	0.12130781672538
uc010jfg.2	46.051282051282044	73.3893557422969	59.55605718585404	975	714	2658	-314.15	-396.4	CXXC5	0.8666899102527791
uc004czp.4	36.31046119235096	44.11764705882353	37.775735294117645	4445	34	6528	-1198.9	-3.4	CXorf23	-0.0476049186963152
uc004dew.4	46.949602122015925	59.25925925925925	49.386213408876294	1131	27	2118	-397.6	-6.1	CXorf38	0.41136645236133
uc022cgi.2	50.70422535211267	59.39278937381404	54.42708333333334	568	527	1536	-178.94	-211.3	CXorf40A	-0.634576342785199
uc065bof.1	45.18950437317784	62.70161290322582	54.78723404255319	343	496	1316	-108.42	-205.9	CXorf40B	-0.264543038079005
uc004erj.3	44.16983523447402	54.779411764705884	46.121416526138276	1578	272	2372	-770.18	-95.7	CXorf56	-0.193003268448545
uc004emi.5	32.17905405405405	55.045871559633035	40.06734006734007	1184	109	3861	-268.11	-33.4	CXorf57	-0.5596805137666501
uc002jas.4	54.272076372315034	72.0	57.949857188194215	2095	300	3151	-839.06	-142.4	CYB561	0.30742548943806297
uc001dxw.4	52.86173633440514	84.0	53.496159149103796	4665	25	5077	-1862.87	-11.0	CYB561D1	-0.00827454473078415
uc003dam.4	50.44776119402986	66.66666666666666	59.363153904473094	335	315	1319	-113.21	-142.0	CYB561D2	-0.333800044055758
uc002lli.4	41.578370478626226	77.30496453900709	44.1669204995431	2737	141	3283	-1043.69	-77.9	CYB5A	0.16665240948143498
uc002exg.1	39.903846153846146	60.67415730337079	41.34391040597294	3744	89	4286	-1071.68	-24.4	CYB5B	-0.13796935469016
uc002gjb.5	44.53183520599251	57.23684210526315	47.22143060701055	2670	152	3509	-822.62	-46.7	CYB5D1	-0.41276195925699605
uc002fxm.5	47.15447154471545	56.6	55.39267015706806	615	500	1910	-187.62	-194.5	CYB5D2	0.26733232158576997
uc001gyt.3	46.80851063829788	69.33333333333334	52.93761356753482	658	75	1651	-220.0	-24.7	CYB5R1	-0.321394895549356
uc003pkf.4	39.46461701563743	73.57142857142857	39.980544747081716	7546	140	9252	-2191.93	-74.5	CYB5R4	-0.280708996025265
uc002flb.5	70.0	78.41726618705036	69.8870765370138	70	139	797	-27.89	-73.5	CYBA	-0.19018020624512802
uc002ugy.5	37.59830611010285	70.7070707070707	41.44329896907217	3306	198	4365	-897.51	-86.24	CYBRD1	1.1980701803666298
uc003zaz.6	55.555555555555564	72.60273972602741	61.774193548387096	189	73	1240	-71.8	-40.6	CYC1	0.807749615825325
uc003sxl.4	40.47091412742383	60.58823529411765	41.60566129819424	3610	170	4098	-1295.91	-59.4	CYCS	0.107362373008876
uc001yus.5	39.348118279569896	76.36363636363637	47.60783159134403	2976	55	6793	-818.66	-16.6	CYFIP1	0.0651832270886148
uc011ddn.3	43.969171483622354	71.42857142857143	49.68602825745682	2595	91	6370	-788.76	-40.5	CYFIP2	-0.9584499649499599
uc002jru.3	59.328968903436994	72.72727272727273	62.55792400370714	1222	363	2158	-508.05	-148.1	CYGB	1.4574773009582498
uc003zcv.3	62.73525721455458	58.20895522388061	61.13861386138614	797	134	2020	-343.23	-38.82	CYHR1	0.160239289604469
uc059ubu.1	35.18255097202466	42.96675191815857	39.713274995345365	2109	391	5371	-562.53	-102.03	CYLD	-0.466606948343628
uc002ayp.4	50.686378035902855	55.73770491803278	53.105828220858896	947	122	2608	-354.45	-23.8	CYP1A1	0.242769688640275
uc032njx.2	32.908242612752716	63.77171215880894	44.07619047619048	3215	403	5250	-804.76	-169.42	CYP1B1	0.9095878959145831
uc002uzv.5	28.83295194508009	70.73170731707317	40.73884043099025	437	123	1949	-81.85	-51.9	CYP20A1	0.5314061317998351
uc002xwv.3	34.16477702191988	64.21319796954315	45.892090741876146	1323	394	3262	-336.39	-115.3	CYP24A1	-3.5365702277011097
uc002sih.3	52.59284041485447	72.05882352941177	56.80473372781065	2989	204	4732	-1170.29	-57.86	CYP26B1	-1.013642316966
uc002viz.5	51.71102661596958	68.85245901639344	60.104986876640424	263	427	2286	-90.56	-217.6	CYP27A1	0.0621250762377605
uc001mlr.4	37.97653958944281	70.21276595744679	42.10290827740492	682	47	2235	-176.3	-17.0	CYP2R1	-0.68722835064506
uc002opw.4	56.041864890580385	71.75925925925925	60.96333572969087	1051	216	2782	-337.48	-110.0	CYP2S1	0.15150860513045003
uc003hyp.4	38.13447593935399	74.90909090909092	44.68042071197411	3034	275	4944	-823.0	-137.0	CYP2U1	1.85360291718431
uc003iyw.5	33.125	77.63157894736842	50.783545543584715	160	304	2042	-26.3	-178.9	CYP4V2	1.1559253089172299
uc003ulm.5	36.06340819022457	65.66265060240963	41.52647975077882	1514	166	3210	-392.77	-67.5	CYP51A1	0.21324015706879298
uc001dle.4	36.84782608695652	78.125	50.30567685589521	920	224	2290	-241.44	-81.1	CYR61	0.0675934339662501
uc003lfd.4	40.476190476190474	64.45783132530121	56.062874251497014	378	664	1336	-81.7	-297.61	CYSTM1	-0.9985995813834498
uc010wtx.2	55.01713166911404	59.88455988455989	54.47284345047924	2043	693	3756	-878.51	-301.99	CYTH1	-0.0344872288384144
uc002pjj.5	56.8298969072165	66.38655462184873	58.22175732217572	3104	476	4780	-1319.3	-236.02	CYTH2	-0.0610991490117216
uc003spt.4	52.52525252525253	83.94160583941607	53.118756936736965	3168	137	4505	-1216.7	-82.5	CYTH3	0.350353834376173
uc002tzj.2	34.688090737240074	45.08196721311475	41.99115044247787	1058	122	2260	-257.66	-28.9	CYTIP	6.28250910964908
uc002wce.3	66.8646080760095	77.99043062200957	66.79403897592663	842	209	2617	-454.1	-123.7	D2HGDH	0.43287691573399
uc031qou.2	32.95365278868814	34.78260869565217	39.30416810196349	2546	23	5806	-631.17	0.0	DAAM1	0.993557759708915
uc003oox.3	52.42957746478874	62.561576354679794	54.79430126460701	2840	203	6247	-1121.05	-81.9	DAAM2	-3.67816738913423
uc003jlw.4	38.041002277904326	61.770244821092284	45.580780251267356	1756	531	4537	-454.11	-225.2	DAB2	-1.04985420635235
uc004bln.5	58.24508320726172	60.919540229885065	61.05320899616018	1983	87	5469	-856.88	-28.4	DAB2IP	0.974925631014345
uc001wgl.3	38.26714801444043	64.28571428571429	48.83720930232558	277	112	731	-64.77	-41.7	DAD1	-0.4868154501978689
uc021wye.1	49.48325754443985	62.32686980609419	55.05232458397666	2419	722	5829	-900.03	-318.52	DAG1	0.32587125203297196
uc001nsa.4	62.14171974522294	75.86206896551724	62.7931214174049	2512	116	5757	-1187.01	-56.6	DAGLA	-0.34557451724062005
uc003sqa.4	55.225988700564976	67.05882352941175	56.85191577493958	708	170	2897	-274.4	-77.3	DAGLB	0.33218259066196604
uc003cvm.4	42.105263157894726	71.1590296495957	61.077235772357724	95	742	1968	-15.62	-383.2	DALRD3	-0.0670903424686946
uc003jez.5	50.71193866374589	82.35294117647058	54.253954681487805	1826	204	2339	-647.13	-95.0	DAP	-0.19886150334921
uc001flr.4	43.09895833333333	62.096774193548384	46.24222115844902	768	124	2089	-239.6	-40.5	DAP3	-0.305793478058235
uc002amr.4	54.438860971524285	70.96774193548387	54.22171165996554	597	31	1741	-222.4	-6.6	DAPK2	2.482700360046
uc002lzd.2	69.29012345679013	70.90163934426229	65.88391670358882	648	244	2257	-332.81	-115.9	DAPK3	-0.6049101101034899
uc002tux.2	28.95148669796557	69.44444444444444	41.21135112240576	639	216	2361	-118.6	-100.3	DARS	0.26045880734003396
uc001gjh.3	33.769322235434004	52.95735900962861	44.152880775812896	841	727	3506	-197.6	-242.91	DARS2	-0.17807078563507397
uc011frp.3	38.50267379679144	59.02439024390244	54.83747609942638	187	205	2615	-47.6	-75.7	DAXX	-0.488738826363295
uc002lsm.5	50.52742616033756	84.87804878048779	57.641921397379924	948	205	2290	-320.4	-133.7	DAZAP1	0.24932305869756
uc001ryb.4	39.11864406779661	57.62987012987013	46.805234795996924	1475	616	2598	-393.56	-237.3	DAZAP2	-0.16956103443364703
uc003ujf.1	34.76052249637156	70.03968253968253	40.05630918863579	1378	504	3907	-362.83	-244.47	DBF4	0.103200462955108
uc002ihf.4	53.11572700296736	54.34782608695652	54.988321654988326	1011	138	2997	-277.61	-41.4	DBF4B	0.0714808932454432
uc010yyn.4	37.06896551724138	63.73056994818654	50.270270270270274	232	193	740	-50.5	-78.7	DBI	0.293416212080836
uc003mgx.3	55.92885375494071	73.27868852459017	63.41145833333334	506	610	3072	-184.57	-340.4	DBN1	0.31809492198477
uc002fqe.2	60.0	47.2972972972973	60.4997597308986	1470	74	2081	-586.55	-14.3	DBNDD1	-0.9615864567203599
uc003tjo.5	54.87499999999999	85.71428571428571	59.234766178554544	800	21	2117	-304.2	-4.3	DBNL	0.272113637778896
uc002pjx.5	61.21437422552665	63.288288288288285	65.45536114849708	807	444	2229	-343.11	-175.0	DBP	0.112809430473344
uc003erv.4	35.461801596351194	57.14285714285714	41.67291822955739	877	154	2666	-224.67	-60.3	DBR1	-0.132494996326735
uc010mlz.4	37.12244235141279	63.51351351351351	38.30650615447044	6158	74	7393	-1724.06	-17.42	DCAF10	0.26288804675706196
uc001wlw.4	51.165199378560324	59.55983493810179	54.1753896254943	1931	727	4299	-735.3	-303.2	DCAF11	-0.206116473441067
uc003ztt.3	41.110545084055026	66.08187134502924	47.122988819198255	1963	342	3667	-565.9	-143.3	DCAF12	-0.6202939135348771
uc064piv.1	27.320490367775825	67.50902527075813	44.852384557153684	571	277	2642	-100.07	-122.1	DCAF13	-0.0244081079582834
uc002mxt.4	63.87665198237885	57.14285714285714	62.64266900790167	454	21	2278	-192.46	0.0	DCAF15	-0.00521182534429077
uc003gpn.3	40.12693935119887	48.91611687087653	42.81002638522428	2836	1061	4548	-1015.76	-339.67	DCAF16	-0.30353308213245095
uc002ugx.3	35.601828339258496	70.9480122324159	39.601921757035	3938	327	5828	-1003.78	-155.4	DCAF17	0.45043931464502507
uc001xnj.4	43.980929678188325	60.0	51.347935973041274	839	65	2374	-257.2	-17.8	DCAF4	-0.0587224432334157
uc001xkp.4	41.36424731182796	75.67567567567569	48.27817906937678	2976	148	5953	-909.2	-75.2	DCAF5	-0.196743684433354
uc010plk.4	31.03448275862069	68.83852691218131	45.286768881317435	406	353	3522	-85.75	-178.6	DCAF6	0.463792113230889
uc021ubm.4	46.72163329407147	67.2811059907834	48.50157728706625	5094	217	6340	-1734.07	-76.49	DCAF7	0.110757492220896
uc010pjb.2	45.924347362812995	55.555555555555564	49.843096234309634	1877	153	3824	-663.06	-50.8	DCAF8	-0.265710943609203
uc032fjr.2	51.51793928242871	60.176991150442475	55.70216776625825	1087	339	2122	-363.09	-144.3	DCAKD	0.7774377186068291
uc003pxs.4	40.17094017094017	80.0	48.91359272359777	234	125	1979	-47.4	-68.7	DCBLD1	-0.8639113922465359
uc003dtd.4	34.129991256193534	76.03305785123969	41.76739627572689	3431	363	6122	-827.66	-213.6	DCBLD2	-0.00118827938820587
uc003hfx.4	28.7109375	74.55919395465996	38.77025036818851	1536	397	2716	-327.46	-211.3	DCK	0.272081865512021
uc001uve.4	38.23038397328881	52.252252252252255	40.54267650158061	5990	333	7592	-1662.38	-113.06	DCLK1	0.8431547183520959
uc003ilm.5	52.97520661157024	75.46419098143234	56.13130128956624	1210	754	4265	-444.4	-428.42	DCLK2	0.49017715849890503
uc001law.4	33.957845433255265	40.63180827886711	39.59265890778872	427	918	4468	-111.67	-260.54	DCLRE1A	-0.40293994889820395
uc001eeg.4	40.89709762532981	63.901345291479814	47.944162436548226	1895	446	3940	-553.92	-170.9	DCLRE1B	-0.19414554280078103
uc001inq.5	40.506329113924046	52.17391304347826	45.56465977912362	237	851	2807	-46.9	-288.1	DCLRE1C	-0.158029946221051
uc032rob.2	40.53468208092485	62.365591397849464	44.077410744077405	4152	93	5994	-1239.09	-37.3	DCP1A	0.0103829050254403
uc001qjx.2	32.236842105263165	60.0	50.91083413231065	152	80	2086	-25.7	-23.5	DCP1B	-0.38491919880152003
uc003kqh.4	35.826876836761954	68.68686868686868	37.29741812898178	7486	198	8947	-2059.05	-90.7	DCP2	-0.44722595994308
uc001qdp.3	39.70588235294117	72.64437689969607	59.364435429344155	136	329	1479	-26.4	-160.06	DCPS	0.16879032502940497
uc003ivf.4	49.650349650349646	80.41237113402062	53.09330628803246	1144	291	1972	-403.79	-158.7	DCTD	0.622716426240297
uc002skx.3	59.42028985507246	61.320754716981135	57.37777777777778	345	318	4500	-110.46	-135.7	DCTN1	-0.0256109144144538
uc001som.3	46.33730834752981	67.53731343283582	52.35322658903445	587	268	2061	-193.37	-100.84	DCTN2	0.23281333432632897
uc003lsv.4	37.541528239202655	61.206896551724135	41.84885931558935	2709	116	4208	-732.48	-42.9	DCTN4	0.28024939526354403
uc002dly.3	45.281737949762395	65.56291390728478	45.6634274816093	10311	151	11011	-3516.76	-57.6	DCTN5	-0.268154257490679
uc003xhy.4	28.69379014989293	57.4712643678161	38.42058562555457	467	87	1127	-84.1	-25.7	DCTN6	-0.274496381465339
uc002dyf.4	48.85993485342019	64.21052631578948	55.56464811783961	614	95	1222	-222.9	-37.3	DCTPP1	0.00975331058875728
uc003fld.2	32.54985754985755	77.92207792207795	33.907467940658776	7020	154	7954	-1725.18	-76.6	DCUN1D1	-0.166949192654545
uc001vtr.2	43.890020366598776	80.91872791519434	49.7799511002445	982	283	2045	-307.49	-173.3	DCUN1D2	-0.45319108316675893
uc002dhz.4	41.564200765974604	67.48251748251748	44.482310938007146	4961	286	6162	-1548.09	-136.0	DCUN1D3	-0.148825865324095
uc003gze.5	33.87642176452505	72.2222222222222	36.59554730983302	3253	180	4312	-788.42	-78.9	DCUN1D4	-0.18386650365525897
uc001phm.4	32.857142857142854	69.67930029154519	46.073298429319365	280	343	1337	-67.6	-164.16	DCUN1D5	0.213306222490631
uc002kdg.4	55.88235294117647	68.0	63.021420518602035	102	50	887	-8.53	-14.7	DCXR	-0.216224434873554
uc002ngd.4	59.039780521261996	69.35483870967742	58.99950956351152	3645	124	4078	-1540.97	-55.1	DDA1	-0.516864696173863
uc057iag.1	38.77275792312879	49.800796812749006	40.926064227035106	2966	502	4017	-749.78	-161.41	DDAH1	0.3356377521898
uc003nwp.4	49.748743718592955	58.79556259904914	60.42654028436018	199	631	1688	-58.72	-288.2	DDAH2	-0.139131629397006
uc001nrc.6	50.36496350364965	72.1105527638191	53.462050599201056	685	398	4506	-263.2	-213.1	DDB1	0.13312652100121
uc001neb.3	50.63938618925832	60.51282051282051	54.278074866310156	391	195	1870	-138.7	-66.89	DDB2	-0.515247235955461
uc001xaj.4	38.14227277262297	69.81132075471697	40.942908606782055	10023	106	12769	-2691.19	-56.7	DDHD1	-0.266339094906606
uc003xlb.4	36.858407079646014	71.61904761904762	43.32452753505385	2260	525	4921	-619.83	-240.92	DDHD2	0.117855390248459
uc001awz.4	40.728333693537934	78.3625730994152	42.56	9254	171	10625	-2814.67	-86.2	DDI2	-0.42415989859821995
uc009zpt.4	45.90909090909091	44.77611940298507	49.67197750702907	220	268	1067	-55.82	-68.9	DDIT3	-0.7320900973805551
uc001jsx.2	50.589622641509436	65.67164179104478	58.12356979405035	848	201	1748	-300.91	-85.4	DDIT4	-0.0292254928546489
